日期,股票代码,名称,收盘价
2004-02-04,'000016,上证５０,1128.443
2004-02-03,'000016,上证５０,1102.954
2004-02-02,'000016,上证５０,1091.729
2004-01-30,'000016,上证５０,1067.553
2004-01-29,'000016,上证５０,1100.604
2004-01-16,'000016,上证５０,1083.652
2004-01-15,'000016,上证５０,1073.977
2004-01-14,'000016,上证５０,1079.72
2004-01-13,'000016,上证５０,1102.341
2004-01-12,'000016,上证５０,1116.799
2004-01-09,'000016,上证５０,1081.785
2004-01-08,'000016,上证５０,1102.662
2004-01-07,'000016,上证５０,1086.303
2004-01-06,'000016,上证５０,1075.656
2004-01-05,'000016,上证５０,1060.801
2004-01-02,'000016,上证５０,1011.347
